headlines,clean_headlines,labels,Dominant_Topic,Topic_Prob
"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics , '' EBRD informed .",include software development internet mobile telephone content communication value added software financial service security application system integration electronics ebrd informed,@positive,2,0.9657601
"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics .",include software development internet mobile telephone content communication value added software financial service security application system integration electronics,@positive,2,0.96182215
These module products will be available for trials during 3Q-07 and for volume deliveries during 4Q-07 .,module product available trial q volume delivery q,@neutral,2,0.564874
"These sections will be put into place to form the load-bearing steel structure of the bridge , '' says Sami Eronen , Senior Vice President , Infrastructure and Northern Europe , Ruukki Construction .",section put place form load bearing steel structure bridge say sami eronen senior vice president infrastructure northern europe ruukki construction,@neutral,1,0.55692303
"They can be used to control the speed of electric motors used by industry and municipal engineering , and in power generation using renewable energy .",used control speed electric motor used industry municipal engineering power generation using renewable energy,@positive,1,0.9503636
They will be sunk to a depth of some 360-380 metres and fixed to the bottom mud by vacuum .,sunk depth metre fixed bottom mud vacuum,@neutral,1,0.8472964
This amount will not be included in the pensionable salary .,amount included pensionable salary,@neutral,2,0.5678523
This corrensponds to 4.628 percent of Okmetic 's share capital and voting rights .,corrensponds percent okmetic share capital voting right,@positive,1,0.91240525
This corresponds to 6.81 percent of Okmetic 's share capital and voting rights .,corresponds percent okmetic share capital voting right,@positive,1,0.91238374
This includes a EUR 39.5 mn change in the fair value of investment properties .,includes eur mn change fair value investment property,@positive,3,0.6940794
"This will be done domestically and in neighboring markets , both organically and through acquisitions .",done domestically neighboring market organically acquisition,@neutral,2,0.8994345
This would be a huge process .,would huge process,@positive,2,0.828574
"Through the new production lines at the Novator mill in Veliky Ustjug , Vologda Oblast , Sveza will change its current 1.5 m by 1.5 m birch plywood production targeting the domestic market to produce 1.5 m by 3.0 m overlaid birch plywood for the global market .",new production line novator mill veliky ustjug vologda oblast sveza change current birch plywood production targeting domestic market produce overlaid birch plywood global market,@neutral,1,0.97205275
"Through the Nordic Exchange , OMX offers access to approximately 80 percent of the Nordic and Baltic securities market .",nordic exchange omx offer access approximately percent nordic baltic security market,@positive,2,0.6136938
"Tiimari 's registered share capital is 16,474,755 shares as per today .",tiimari registered share capital share per today,@positive,3,0.5055031
"Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX. .",tikkurila division kemira group control russian market field owns st petersburg paint producer tex,@neutral,1,0.77354217
"treatment products in Usa , Canada , Mexico , Australia and Brazil Today , Global Research & Data Services is going to publish several market analyses about the markets for water treatment products in some selected countries .",treatment product usa canada mexico australia brazil today global research data service going publish several market analysis market water treatment product selected country,@neutral,2,0.6468524
Two of these contracts are for turntable anode vibrocompactors that will be delivered to Gansu Hualu Aluminum Co Ltd and another unnamed costumer .,two contract turntable anode vibrocompactors delivered gansu hualu aluminum co ltd another unnamed costumer,@neutral,1,0.9536176
"Tyrvaan Sanomat , published twice a week by Tyrvaan Sanomat Oy , appears in Sastamala and Kiikoinen .",tyrvaan sanomat published twice week tyrvaan sanomat oy appears sastamala kiikoinen,@neutral,1,0.83925587
"U.S.-based T Corp. is in talks with Scandinavian telecoms company TeliaSonera to sell its stake in Uzbek cellular operator Coscom , an executive at Coscom told Interfax .",u based corp talk scandinavian telecom company teliasonera sell stake uzbek cellular operator coscom executive coscom told interfax,@neutral,1,0.96294075
"Uncertainties still exist , however .",uncertainty still exist however,@negative,1,0.5756893
"Under the deal , Know IT will pay SEK90m ( USD12 .8 m-EUR8 .6 m ) in cash and stock .",deal know pay sek usd eur cash stock,@negative,3,0.598701
"Under the plan , which CSES worked out together with Public Policy Management Institute ( PPMI ) and other partners , buildings with a total area of 10,000 square meters should be built on the territory in the first phase .",plan cs worked together public policy management institute ppmi partner building total area square meter built territory first phase,@neutral,1,0.9639687
Unilever 's Turun Sinappi that is made in Sweden holds 40 % of the market .,unilever turun sinappi made sweden hold market,@neutral,1,0.9141294
Union and company officials did not return calls yesterday .,union company official return call yesterday,@neutral,2,0.7202332
"UPM is talking to Myllykoski+� s creditor banks -- Nordea ( STO : NDA ) , Nordic Investment Bank and Danske Bank+� s ( CPH : DANSKE ) Sampo Bank -- over a deal , the paper said .",upm talking myllykoski creditor bank nordea sto nda nordic investment bank danske bank cph danske sampo bank deal paper said,@negative,2,0.96533394
"Upon completion of these transactions , Metso 's stake will amount to more than 60 % .",upon completion transaction metso stake amount,@neutral,2,0.74717784
"Upon establishment , the plan is directed to approximately 20 persons .",upon establishment plan directed approximately person,@neutral,2,0.71250254
Vacon recently announced plans to build its North American headquarters at 5 Business Park in Chambersburg .,vacon recently announced plan build north american headquarters business park chambersburg,@neutral,2,0.6411466
"Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .",vaisala headquartered helsinki finland develops manufacture electronic measurement system meteorology environmental science traffic industry,@neutral,1,0.43415067
"Vaisala 's Present Weather Detector measures visibility up to 20 km , as well as precipitation type and intensity .",vaisala present weather detector measure visibility km well precipitation type intensity,@positive,1,0.94052386
"Water Treatment Products In Australia Today , Global Research & Data Services is going to publish a market analysis about the market for chemical water treatment products in Australia .",water treatment product australia today global research data service going publish market analysis market chemical water treatment product australia,@neutral,2,0.85388494
We are now taking Marimekko there on a distinctly more significant scale .,taking marimekko distinctly significant scale,@positive,2,0.88275373
What we think ?,think,@neutral,1,0.6648731
"When the negotiations were started , Neste Oil anticipated that 450 people would be affected .",negotiation started neste oil anticipated people would affected,@negative,1,0.5193658
"When the product is manufactured in Finland , it is also packed in the country .",product manufactured finland also packed country,@neutral,2,0.80207676
Why not give your bedroom a cool makeover for summer .,give bedroom cool makeover summer,@positive,1,0.70480263
"With five different game modes , co-op tournaments , 4 player split-screen and multiplayer modes , players can have as much fun as they would if they were actually fishing .",five different game mode co op tournament player split screen multiplayer mode player much fun would actually fishing,@positive,2,0.96339667
"With sales of $ 12.7 billion over the last twelve months ending October , 2010 and over 9,200 stores in 35 states , Dollar General is the nation 's largest small box discount retailer .",sale billion last twelve month ending october store state dollar general nation largest small box discount retailer,@neutral,1,0.5055479
"With the U.S. Federal Government putting a stake in the ground , vendors - and their customers - are focused on meeting the deadline .",u federal government putting stake ground vendor customer focused meeting deadline,@positive,2,0.8399061
"With this , the company will exit the contract manufacturing service segment .",company exit contract manufacturing service segment,@neutral,1,0.48422983
"Von Koskull will oversee a new unit of Nordea , which brings together corporate merchant banking , financial institutions and capital markets products divisions .",von koskull oversee new unit nordea brings together corporate merchant banking financial institution capital market product division,@neutral,1,0.7462543
"Votorantim Celulose e Papel ( VCP ) is part of the Votorantim Group , a major Brazilian conglomerate .",votorantim celulose e papel vcp part votorantim group major brazilian conglomerate,@neutral,2,0.9419149
"YIT acquired investment rights to a 10,000 square metre residential project in Yaroslavl and to a 16,400 square metre project in Moscow .",yit acquired investment right square metre residential project yaroslavl square metre project moscow,@neutral,1,0.95050395
"YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London .",yit corporation sept corporate release stock exchange release yit capital market day london sept wednesday september yit hold capital market day investor analyst london,@neutral,1,0.8747201
You 're not alone .,alone,@negative,3,0.6662746
"---------------------------------------------------------------------- -------------- Munich , 14 January 2008 : BAVARIA Industriekapital AG closed the acquisition of Elcoteq Communications Technology GmbH in Offenburg , Germany , with the approval of the",munich january bavaria industriekapital ag closed acquisition elcoteq communication technology gmbh offenburg germany approval,@positive,2,0.78949136
- Cash flow from operating activities before investments was EUR 0.8 -1.2 million .,cash flow operating activity investment eur million,@neutral,3,0.9144713
- Cash flow from operating activities before investments was EUR 7.6 million EUR 2.5 million .,cash flow operating activity investment eur million eur million,@neutral,3,0.9319966
- Profit before taxes was EUR 105.9 82.7 million .,profit tax eur million,@positive,3,0.86653984
"- The Group -� s cumulative sales during the review period were EUR 48.2 million EUR 53.1 million , 1-9/2007 and profit before taxes was EUR 1.2 1.4 million .",group cumulative sale review period eur million eur million profit tax eur million,@positive,3,0.9519346
"- The Group -� s profit before taxes was EUR 0,2 7,8 million .",group profit tax eur million,@positive,3,0.8863104
"- The Group -� s sales during the period were EUR 31.6 million EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 million .",group sale period eur million eur million profit tax eur million,@positive,3,0.94387394
"Compagnie de Financement Foncier - Is to issue a benchmark , 10 year covered deal in Euros .",compagnie de financement foncier issue benchmark year covered deal euro,@neutral,1,0.40861765
The company continued the development of a fully human antibody in its VAP-1 antibody program .,company continued development fully human antibody vap antibody program,@neutral,1,0.92699534
The profit after taxes was EUR 57.7 11.1 million .,profit tax eur million,@positive,3,0.8665397
"Westpac Banking Corp - Is to issue a benchmark , 3 year FRN deal in Euros .",westpac banking corp issue benchmark year frn deal euro,@neutral,2,0.7111116
"`` Because we 're a pension insurance company , we 're required to diversify and not put too much in one asset class .",pension insurance company required diversify put much one asset class,@positive,2,0.93222207
`` Lemminkainen Talo Oy 's Lahti office is a significant logistics and business premises constructor .,lemminkainen talo oy lahti office significant logistics business premise constructor,@positive,1,0.93296945
`` Marimekko operates in an industry in which changes in the business climate are reflected in consumer demand .,marimekko operates industry change business climate reflected consumer demand,@negative,1,0.9112382
"`` Over the years , the color orange has become synonymous with quality .",year color orange become synonymous quality,@neutral,2,0.7744242
"`` The enterprise value of the Fray Bentos pulp mill and Forestal Oriental totals approximately euro1 .6 billion , '' UPM said .",enterprise value fray bentos pulp mill forestal oriental total approximately euro billion upm said,@positive,2,0.5846734
`` The new unit is a major investment in the Finnish media scene .,new unit major investment finnish medium scene,@neutral,1,0.5599111
`` These developments partly reflect the government 's higher activity in the field of dividend policy . '',development partly reflect government higher activity field dividend policy,@neutral,1,0.576185
`` This could be us .,could u,@neutral,1,0.76464754
`` We are selling an information systems development business to the Finns .,selling information system development business finn,@neutral,1,0.8839536
"`` We have a group of 120 volunteers made up of Digicel employees who will manage the distribution ... Over the next week , they will distribute the 19,000 tents to more than 150 organizations , '' Digicel Haiti CEO Maarten Boute said .",group volunteer made digicel employee manage distribution next week distribute tent organization digicel haiti ceo maarten boute said,@neutral,2,0.9618347
"`` We have come out with a decision which is based on our preliminary economic , operational and environmental findings , '' Karvinen said .",come decision based preliminary economic operational environmental finding karvinen said,@neutral,1,0.9318214
"8,600 m , and at the time of investment it is fully leased to several tenants .",time investment fully leased several tenant,@neutral,1,0.9004642
A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,filter used pre process packet determine need processed processor network device,@neutral,2,0.9345882
"A total of 15,000 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company 's stock option plan 1999 .",total new citycon share nominal value eur per share subscribed march exercising b c option based company stock option plan,@positive,1,0.79815227
ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,abn represent voting right share capital citycon oyj,@positive,1,0.91998273
"According to Finnish Aktia Bank 's Managing Director Jussi Laitinen , the bank 's aim is to triple the number of its customers in Finland in the next five years .",according finnish aktia bank managing director jussi laitinen bank aim triple number customer finland next five year,@positive,2,0.89289194
"According to Finnish financial services group Sampo 's CEO , Bj+�rn Wahlroos , Danish Danske Bank 's acquisition of Sampo Bank for EUR 4bn was the largest cash deal in Finland 's economic history .",according finnish financial service group sampo ceo bj rn wahlroos danish danske bank acquisition sampo bank eur bn largest cash deal finland economic history,@neutral,2,0.68039465
"According to Finnish Scanfil 's founder and chairman of the board , Jorma J. Takanen , the company has to look for growth abroad .",according finnish scanfil founder chairman board jorma j takanen company look growth abroad,@positive,2,0.9430274
"Finnish property investment company Citycon will expand and refurbish +�kersberga shopping center in Stockholm , in Sweden .",finnish property investment company citycon expand refurbish kersberga shopping center stockholm sweden,@positive,1,0.94410765
"After non-recurring items of EUR 177mn , profit amounted to EUR 20mn .",non recurring item eur mn profit amounted eur mn,@positive,3,0.9332327
"After the acquisition , Basware 's preliminary pro forma net sales for 2005 amount to EUR 52.6 mn , and preliminary pro forma operating profit amounts to EUR 7.1 mn .",acquisition basware preliminary pro forma net sale amount eur mn preliminary pro forma operating profit amount eur mn,@positive,3,0.962568
"After the sale , Outokumpu 's share of the technology unit will be reduced to some 12-20 percent .",sale outokumpu share technology unit reduced percent,@positive,1,0.76464033
"Ahlstrom , headquartered in Helsinki , Finland , is a global company involved in the development , manufacture and marketing of high performance fibre-based materials .",ahlstrom headquartered helsinki finland global company involved development manufacture marketing high performance fibre based material,@neutral,1,0.80822736
"Ahlstrom , headquartered in Helsinki , Finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials .",ahlstrom headquartered helsinki finland global leader development manufacture marketing high performance fibre based material,@neutral,1,0.9508162
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 7.2.2007 at 10.30 A total of 56,955 new shares of Ahlstrom Corporation have been subscribed with option rights under the company 's stock option programs I 2001 and II 2001 .",ahlstrom corporation stock exchange announcement total new share ahlstrom corporation subscribed option right company stock option program ii,@positive,1,0.95908356
"Aldata Solution , a global company engaged in supplier to consumer business process optimization , has announced the details of its Dollars for Dinosaurs program .",aldata solution global company engaged supplier consumer business process optimization announced detail dollar dinosaur program,@positive,2,0.63460433
"Aldata Solution Oyj Thomas Hoyer CFO More information : Aldata Solution Oyj , Thomas Hoyer , CFO , tel. +358 45 670 0491 Aldata in brief Aldata Solution is one of the global leaders in supply chain software for retail , wholesale and logistics companies .",aldata solution oyj thomas hoyer cfo information aldata solution oyj thomas hoyer cfo tel aldata brief aldata solution one global leader supply chain software retail wholesale logistics company,@positive,1,0.59525007
"ALEXANDRIA , Va. , March 20 -- Patrik Flykt and Timo Alakoski , both of Helsinki , Finland , and Tapio Suihko and Nadarajah Asokan , both of Espoo , Finland , have developed a method of mobility support of Internet-type protocol traffic in a communication system .",alexandria va march patrik flykt timo alakoski helsinki finland tapio suihko nadarajah asokan espoo finland developed method mobility support internet type protocol traffic communication system,@positive,1,0.52617973
"ALEXANDRIA , Va. , Nov. 19 -- Erkki Aho , Elimaki , Finland , has developed a method and apparatus in conjunction with a shoe press .",alexandria va nov erkki aho elimaki finland developed method apparatus conjunction shoe press,@neutral,2,0.9493553
All depends on financing .,depends financing,@neutral,1,0.77715945
Almost two thirds of Olvi 's net sales come from outside Finland .,almost two third olvi net sale come outside finland,@neutral,3,0.6786235
"Also , CBA is to issue a benchmark , 10 year fixed rate deal in Euros .",also cba issue benchmark year fixed rate deal euro,@neutral,2,0.5367987
Amanda Capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in Europe .,amanda capital investment private equity fund unquoted company mainly europe,@neutral,1,0.5121216
"Among other industrial stocks , Metso added 0.53 pct to 40.04 eur , Wartsila B was down 0.77 pct at 47.87 eur and Rautaruukki K was 1.08 pct lower at 37.56 eur .",among industrial stock metso added pct eur wartsila b pct eur rautaruukki k pct lower eur,@negative,2,0.49693578
An Apple spokeswoman said the company declined to comment .,apple spokeswoman said company declined comment,@neutral,3,0.501457
Analysts surveyed by Thomson Financial expected revenue of $ 69 million for the quarter .,analyst surveyed thomson financial expected revenue million quarter,@neutral,3,0.9184336
Around 250 of these reductions will be implemented through pension arrangements .,around reduction implemented pension arrangement,@neutral,3,0.4417879
"As much biomass will be used as can be sourced locally , with the rest of the plant 's fuel needs met by peat .",much biomass used sourced locally rest plant fuel need met peat,@neutral,1,0.73880565
"As part of the transaction , the +�+�nekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract .",part transaction nekoski paper mill remained real ownership continued galerie art production sappi long term contract,@neutral,1,0.9560415
"Aspocomp Group , headquartered in Helsinki , Finland , develops interconnection solutions for the electronics industry .",aspocomp group headquartered helsinki finland develops interconnection solution electronics industry,@positive,2,0.6406646
"Based in Helsinki , Finland , Ramirent has branches in 13 Nordic , central and Eastern European countries .",based helsinki finland ramirent branch nordic central eastern european country,@neutral,1,0.92392236
"Based on the 2005 calendar year the combined company had EUR15 .8 bn in pro forma annual revenues and is expected to start operations with 60,000 employees .",based calendar year combined company eur bn pro forma annual revenue expected start operation employee,@neutral,3,0.763554
"BAVARIA Industriekapital AG 's 2006 revenues were EUR 333 million , with an EBITDA of EUR 51 million .",bavaria industriekapital ag revenue eur million ebitda eur million,@neutral,3,0.93098044
BM4 middle layer headbox will be equipped with a dilution control system .,bm middle layer headbox equipped dilution control system,@neutral,2,0.92022055
Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006 .,boomerang boat net sale eur mn made operating profit eur mn,@positive,3,0.9386464
"By the end of 2006 , the number of joint branch offices will total 170 .",end number joint branch office total,@positive,1,0.8989447
Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices .,cameco typically price sale contract using ratio fixed price spot price,@neutral,1,0.66647047
Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR .,cargotec business area also include container handling solution business area kalmar marine cargo handling offshore load handling solution business area macgregor,@positive,1,0.7570418
"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 11,000 people .",cargotec sale totalled eur billion employ approximately people,@neutral,3,0.91960037
Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg .,cargotec also move hallberg ivarsson service installation business roof service center kalmar macgregor solution gothenburg,@positive,2,0.9528777
"Citigroup , Inc NYSE : C , Deutsche Bank NYSE : DB and Pohjola Bank are lead managers for the sale .",citigroup inc nyse c deutsche bank nyse db pohjola bank lead manager sale,@neutral,1,0.586615
Coffee will be served starting at 14:30 EET as well as after the event .,coffee served starting eet well event,@positive,2,0.9021455
Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million .,combined net sale million ebitda million,@neutral,3,0.9017922
"Combined with the Basware Enterprise Purchase to Pay portfolio , it provides a high level of automation for procurement and invoice workflows .",combined basware enterprise purchase pay portfolio provides high level automation procurement invoice workflow,@negative,1,0.94612783
"Commenting on the deal , Shane Lennon , SVP of Marketing & Product Development at GyPSii said : ?",commenting deal shane lennon svp marketing product development gypsii said,@neutral,2,0.93077385
"Componenta has production lines for similar-sized products at Karkkila in Finland , at Weert in the Netherlands and at Orhangazi in Turkey , and these had a combined output of approximately 100,000 tonnes and net sales of EUR 135 million in 2007 .",componenta production line similar sized product karkkila finland weert netherlands orhangazi turkey combined output approximately tonne net sale eur million,@neutral,1,0.6031732
CS Cabot 's main consumers on the Czech and Slovak market are tires producers Barum Continental and Matador Continental .,c cabot main consumer czech slovak market tire producer barum continental matador continental,@neutral,1,0.94842196
Curators have divided their material into eight themes .,curator divided material eight theme,@neutral,1,0.8886237
"Currently , 95 % of Trainers House 's revenues are attributed to the Finnish market .",currently trainer house revenue attributed finnish market,@neutral,2,0.6957174
"Currently , the company uses eight similar reach stackers and four empty container handlers by Konecranes .",currently company us eight similar reach stacker four empty container handler konecranes,@negative,1,0.5542145
Currently Alfred A Palmberg is putting the finishing touches to one of Finland 's biggest ever re-plumbing and bathroom refurbishment projects also in the district of Vuosaari .,currently alfred palmberg putting finishing touch one finland biggest ever plumbing bathroom refurbishment project also district vuosaari,@neutral,2,0.9601035
"Currently Glaston employs approximately 1,500 persons .",currently glaston employ approximately person,@neutral,3,0.8687357
"Currently it operates a fleet of eight carriers , as well as nine pushers and barges .",currently operates fleet eight carrier well nine pusher barge,@positive,1,0.57984334
Customers include hotels and restaurants as well as wholesalers and some retailers .,customer include hotel restaurant well wholesaler retailer,@positive,1,0.7779169
"Customers wave cards in front of the reader to make payments , similar to `` touch and go '' cards used in transport systems .",customer wave card front reader make payment similar touch go card used transport system,@neutral,2,0.95357025
Deliveries will start in the second half of 2007 and the start-up of the mill is scheduled for 2008 .,delivery start second half start mill scheduled,@neutral,1,0.6433586
Delivery is expected to take place later this month .,delivery expected take place later month,@neutral,2,0.5425997
"Economic development in China is no longer taking place only on the East coast and in the Shanghai area , Vauramo says .",economic development china longer taking place east coast shanghai area vauramo say,@neutral,1,0.9459365
"Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010 .",eero katajavuori currently group vice president human resource take year long sabbatical starting october,@neutral,2,0.8796953
Elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter .,elcoteq expects net sale last quarter level third quarter,@neutral,3,0.8324805
"Elcoteq 's global service offering covers the entire lifecycle of products , from product development to after-market services .",elcoteq global service offering cover entire lifecycle product product development market service,@neutral,2,0.9454305
"ENP Newswire - 22 March 2011 Release date - 21032011 - A total of 13,000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between 1 January 2011 and 28 February 2011 under the company 's stock option rights 2007A .",enp newswire march release date total talvivaara mining company plc new share subscribed period january february company stock option right,@positive,1,0.7908955
"EQ Bank forecasts Olvi 's net sales at EUR 67mn in the second quarter of 2009 , and operating profit at EUR 6.4 mn .",eq bank forecast olvi net sale eur mn second quarter operating profit eur mn,@positive,3,0.9548485
"Established in 1989 , CapMan manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EURO 3 billion $ 4 billion in total capital .",established capman manages nordic buyout mezzanine technology life science real estate fund approximately euro billion billion total capital,@neutral,1,0.77222705
EUR 152.4 mn of this was net interest income .,eur mn net interest income,@positive,3,0.8877665
"Exel 's board of directors will propose a dividend of 0.2 euro $ 0.3 per share for 2006 at the annual general meeting on April 19 , 2007 .",exel board director propose dividend euro per share annual general meeting april,@positive,3,0.80923486
Financing of the project will come mainly from China .,financing project come mainly china,@neutral,1,0.88604456
Finnish component supplier Componenta Corporation OMX Helsinki : CTH1V said on Monday 16 June that it is changing its pricing cycle due to the increase of raw material prices .,finnish component supplier componenta corporation omx helsinki cth v said monday june changing pricing cycle due increase raw material price,@positive,3,0.8050265
Finnish fibers and plastics producer Suominen Corporation OMX Helsinki : SUY1V reported on Wednesday 22 October an operating loss of EUR0 .8 m on net sales of EUR55 .2 m for the third quarter of 2008 .,finnish fiber plastic producer suominen corporation omx helsinki suy v reported wednesday october operating loss eur net sale eur third quarter,@negative,3,0.96744263
"Finnish Neste Oil that was previously on the list , has fallen off the list completely .",finnish neste oil previously list fallen list completely,@negative,1,0.9180194
Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V said on Wednesday 17 September that it will invest EUR6m in its sensor wafer business during 2009 .,finnish silicon wafer technology company okmetic oyj omx helsinki okm v said wednesday september invest eur sensor wafer business,@neutral,3,0.96125937
"Finnish silicon wafers maker Okmetic Oyj said on September 17 , 2008 that it will invest a total of 15 mln euro $ 21.3 mln in its sensor wafer business .",finnish silicon wafer maker okmetic oyj said september invest total mln euro mln sensor wafer business,@neutral,3,0.9556759
"Fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company , Wartsila Corporation .",fiskars also engaged global supply marine energy equipment solution service associated company wartsila corporation,@positive,1,0.6191415
"Fiskars R , founded in 1649 , is one of the oldest companies in the world and is the largest manufacturer of lightweight stainless steel scissors in the U.S. .",fiskars r founded one oldest company world largest manufacturer lightweight stainless steel scissors u,@neutral,1,0.8522333
"FL Group 's private equity division manages all operating companies , including Icelandair Group , FL Travel Group , Bluebird and Sterling .",fl group private equity division manages operating company including icelandair group fl travel group bluebird sterling,@neutral,1,0.7438213
"Following the acquisitions , Panostaja will establish a new business unit which will focus on heat treatment of metals .",following acquisition panostaja establish new business unit focus heat treatment metal,@neutral,1,0.9412867
"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities .",following demerger vice president group pharmaceutical trade finland jukka niemi appointed managing director oriola addition current responsibility,@neutral,2,0.7740884
"Following the divestment , Fiskars 's Outdoor unit will comprise the brands Gerber , Silva and Buster , and will focus on multi-tools , knives , compasses , mobile lighting , pedometers , and aluminium boats .",following divestment fiskars outdoor unit comprise brand gerber silva buster focus multi tool knife compass mobile lighting pedometer aluminium boat,@neutral,1,0.8316818
"Following the issue , the number of shares in the Swedish company will grow by 9 % .",following issue number share swedish company grow,@positive,1,0.9066878
"Following the transaction , Tulikivi restructured its operations into the Soapstone Fireplaces Business , Natural Stone Product Business and Ceramic Products Business units .",following transaction tulikivi restructured operation soapstone fireplace business natural stone product business ceramic product business unit,@positive,2,0.9567565
"For 2009 , net profit was EUR 3 million and the company paid a dividend of EUR 1.30 apiece .",net profit eur million company paid dividend eur apiece,@positive,3,0.9306356
"For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece .",net profit eur company paid dividend eur apiece,@positive,3,0.9224524
"From 2003 on , the emphasis of Kyro 's strategy has been on Glaston 's growth .",emphasis kyro strategy glaston growth,@positive,2,0.38764763
GE is building the facility with wind power developer Invenergy Wind LLC .,ge building facility wind power developer invenergy wind llc,@neutral,1,0.92844975
"Glaston , headquartered in Tampere , Finland , is a growing and international glass technology company .",glaston headquartered tampere finland growing international glass technology company,@positive,1,0.9279402
Group net sales in the third quarter of 2007 totaled EUR 142.3 mn and operating profit EUR 4.3 mn .,group net sale third quarter totaled eur mn operating profit eur mn,@positive,3,0.9482509
"GS Engineering will install the valves at a liquefied natural gas LNG plant it has built for UAE LNG extraction and gas plants operator GASCO in Ruwais , UAE .",g engineering install valve liquefied natural gas lng plant built uae lng extraction gas plant operator gasco ruwais uae,@positive,2,0.83379376
"GUANGDONG , October 26 , SinoCast -- Nokia Telecommunications Dongguan branch entered into a letter of intent to open a Nokia Class in Qingyuan Polytechnic , Qingyuan City of Guangdong Province .",guangdong october sinocast nokia telecommunication dongguan branch entered letter intent open nokia class qingyuan polytechnic qingyuan city guangdong province,@neutral,1,0.96484745
"He joins Technopolis from KONE where he has held various positions within the Group , most recently as Director of Service Business and Business Development for KONE s Middle Eastern operations .",join technopolis kone held various position within group recently director service business business development kone middle eastern operation,@positive,1,0.5422661
High winds also toppled three semi-trailers on I-15 north of Barstow .,high wind also toppled three semi trailer north barstow,@neutral,1,0.923027
HK Ruokatalo 's target is to know the consumers .,hk ruokatalo target know consumer,@neutral,1,0.88315904
"Honkarakenne 's customer in this project is one of the biggest real estate companies in Kazakhstan , according to the company .",honkarakenne customer project one biggest real estate company kazakhstan according company,@neutral,1,0.58428603
"In 2007 , Etteplan had turnover of EUR125 .2 m.",etteplan turnover eur,@neutral,3,0.58492625
"In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees .",group net sale stood eur million employee,@neutral,3,0.9130417
In 2007 Etteplan reported a turnover of EUR125 .2 m.,etteplan reported turnover eur,@neutral,3,0.6686699
"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m .",avc systemhaus net sale eur million usd,@neutral,3,0.9165219
In 2008 Stockmann earned 3.398 million lats in profit on 48.012 million lats in turnover .,stockmann earned million lat profit million lat turnover,@positive,3,0.8332622
"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level .",sanoma magazine expects net sale level,@neutral,3,0.89282227
"In addition , the company is considering the start of production in Russia .",addition company considering start production russia,@neutral,1,0.7008593
"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities .",addition kazakh delegation visit finland sitra investment fund honkarakenne ltd nokia headquarters study teliasonera ltd jsc activity,@neutral,2,0.7624049
"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets .",addition stake megafon telecominvest currently owns share web plus st petersburg payphones telecom equipment producer peter servis number minor asset,@positive,1,0.5602885
